id,firstname,lastname,birthdate,country,position,foot,height
2671,Alessio,Miceli,1999-08-31,Italy,Midfielder,right,179
2672,Lorenzo,Peli,2000-01-24,Italy,Forward,right,0
2673,Andrea,Colpani,1999-05-11,Italy,Midfielder,left,0
2674,Enrico,Del Prato,1999-11-10,Italy,Defender,right,0
2675,Frank,Tsadjout,1999-07-28,Italy,Forward,left,0
2676,Salvatore,Elia,1999-06-30,Italy,Forward,right,0
2677,Alessandro,Fiordaliso,1999-03-20,Italy,Defender,right,0
2678,Vincenzo,Millico,2000-08-12,Italy,Forward,right,173
2679,Thomas,Bolis,1998-08-02,Italy,Midfielder,right,0
2680,Luca,Sparandeo,1999-08-18,Italy,Defender,left,0
2681,Emanuele,Torrasi,1999-03-16,Italy,Midfielder,right,180
2682,Gabriel Alejandro,Paletta,1986-02-15,Argentina,Defender,right,190
2683,Daniele,Gastaldello,1983-06-25,Italy,Defender,right,185
2684,Gregory,van der Wiel,1988-02-03,Netherlands,Defender,right,183
2685,Karamoko,Ciss\u00e9,1988-11-14,Guinea,Forward,right,184
2686,Marcello,Gazzola,1985-04-03,Italy,Defender,right,183
2687,Fabio Giovanni,Ceravolo,1987-03-05,Italy,Forward,right,180
2688,Duje,\u010cop,1990-02-01,Croatia,Forward,right,187
2689,Alejandro Dami\u00e1n,Gonz\u00e1lez Hern\u00e1ndez,1988-03-23,Uruguay,Defender,right,184
2690,Daniele,Gasparetto,1988-04-06,Italy,Defender,right,195
2691,Mirko,Eramo,1989-07-12,Italy,Midfielder,right,184
2692,Domenico,Maietta,1982-08-03,Italy,Defender,right,184
2693,Michele,Cremonesi,1988-04-15,Italy,Defender,right,183
2694,Federico,Melchiorri,1987-01-06,Italy,Forward,right,185
2695,Oliver,Kragl,1990-05-12,Germany,Midfielder,left,180
2696,Michele,Camporese,1992-05-19,Italy,Defender,right,186
2697,Kristiano Samuel,Armenteros Nunez Mendoza Jansson,1990-05-27,Sweden,Forward,left,181
2698,No\u00eb,Dussenne,1992-04-07,Belgium,Defender,right,191
2699,Saphir Sliti,Ta\u00efder,1992-02-29,France,Midfielder,right,180
2700,Gabriel,Vasconcelos Ferreira,1992-09-27,Brazil,Goalkeeper,right,193
2701,Michele,Rigione,1991-03-07,Italy,Defender,right,185
2702,Petar,Brlek,1994-01-29,Croatia,Midfielder,right,180
2703,Molla,Wagu\u00e9,1991-02-21,France,Defender,right,191
2704,Luca,Mora,1988-05-10,Italy,Midfielder,left,183
2705,Gianluca,Di Chiara,1993-01-12,Italy,Defender,left,184
2706,Luca,Garritano,1994-02-11,Italy,Midfielder,right,172
2707,Davide,Zappacosta,1992-06-11,Italy,Defender,right,182
2708,Amato,Ciciretti,1993-12-31,Italy,Forward,left,170
2709,Mattia,Aramu,1995-05-14,Italy,Forward,left,180
2710,D\u00e1vid,Ivan,1995-02-26,Slovakia,Midfielder,right,173
2711,Mamadou Yaye,Kanoute,1993-10-07,Senegal,Forward,right,174
2712,George Alexandru,Pu\u015fca\u015f,1996-04-08,Romania,Forward,right,188
2713,Marios,Oikonomou,1992-10-06,Greece,Defender,right,189
2714,Yussif Raman,Chibsah,1993-03-10,Ghana,Midfielder,right,178
2715,Pawe\u0142,Bochniewicz,1996-01-30,Poland,Defender,left,187
2716,Samuel,Gustafson,1995-01-11,Sweden,Midfielder,right,186
2717,Luca,Vido,1997-02-03,Italy,Forward,right,182
2718,Wesley,Hoedt,1994-03-06,Netherlands,Defender,left,192
2719,Alessandro,Bellemo,1995-08-07,Italy,Midfielder,right,182
2720,Hermes Arist\u00f3teles,Romero,1995-10-18,Venezuela,Midfielder,right,186
2721,Fabio,Della Giovanna,1997-03-21,Italy,Defender,left,185
2722,Maxime,Leverbe,1997-02-15,France,Defender,right,188
2723,\u0106azim,Sulji\u0107,1996-10-29,France,Midfielder,right,178
2724,Tiago Daniel,Rodrigues Dias,1998-05-04,Portugal,Forward,left,175
2725,Vitja,Valen\u010di\u010d,1999-03-12,Slovenia,Midfielder,right,177
2726,Stefano,Ciavattini,1998-03-30,Italy,Defender,right,0
2727,Andrea,Marcucci,1999-02-07,Italy,Midfielder,right,173
2728,Gianluca,Scamacca,1999-01-01,Italy,Forward,right,195
2729,Ianis,Hagi,1998-10-22,Turkey,Midfielder,left,178
2730,Nura,Abdullahi,1997-08-17,Nigeria,Defender,right,180
2731,Filippo,Melegoni,1999-02-18,Italy,Midfielder,right,186
2732,\u0160imon,\u0160tefanec,1998-09-05,Slovakia,Midfielder,right,178
2733,\u013dubom\u00edr,Tupta,1998-03-27,Slovakia,Forward,right,178
2734,Titas,Krapikas,1999-01-03,Lithuania,Goalkeeper,right,195
2735,Rafik,Zekhnini,1998-01-12,Norway,Forward,right,179
2736,Luka,Markovi\u0107,2000-02-19,Serbia,Forward,right,186
2737,Simone,Palombi,1996-04-23,Italy,Forward,right,182
2738,Petko,Hristov,1999-03-01,Bulgaria,Defender,right,191
2739,Mattia,Del Favero,1998-06-05,Italy,Goalkeeper,right,190
2740,Fabrizio,Brignani,1998-01-13,Italy,Defender,right,192
2741,Cristian,Mutton,1999-01-06,Italy,Forward,right,184
2742,Karlo,Buti\u0107,1998-08-21,Croatia,Forward,left,187
2743,Leonardo,Marson,1998-01-05,Italy,Goalkeeper,left,194
2744,Andrea,Romagnoli,1998-07-29,Italy,Goalkeeper,right,180
2745,Zinho,Vanheusden,1999-07-29,Belgium,Defender,right,187
2746,Ognjen,Stijepovi\u0107,1999-10-22,Montenegro,Forward,left,185
2747,Michael,Kingsley Dogo,1999-08-26,Nigeria,Midfielder,right,176
2748,Orji,Okwonkwo,1998-01-19,Nigeria,Forward,right,178
2749,Raoul,Bellanova,2000-05-16,Italy,Defender,right,185
2750,Matteo,Gabbia,1999-10-21,Italy,Defender,right,188
2751,Gabriele,Gori,1999-02-13,Italy,Forward,left,187
2752,Andrea,Pinamonti,1999-05-19,Italy,Forward,right,185
2753,Marash,Kumbulla,2000-02-08,Albania,Defender,right,185
2754,Filip,Va\u0161ko,1999-08-11,Slovakia,Defender,right,191
2755,Michal,Tomi\u010d,1999-03-30,Slovakia,Defender,right,182
2756,Andreaw Rayan,Gravillon,1998-02-08,Guadeloupe,Defender,right,188
2757,Xian,Emmers,1999-07-20,Switzerland,Midfielder,right,178
2758,Juan Manuel,Valencia Aponz\u00e1,1998-06-20,Colombia,Midfielder,right,185
2759,Domenico,Coppola,1999-01-29,Italy,Goalkeeper,right,193
2760,Manuel,Ferrini,1998-06-25,Italy,Defender,right,188
2761,Leonardo,Loria,1999-03-28,Italy,Goalkeeper,right,195
2762,Ferdinando,Del Sole,1998-01-17,Italy,Forward,left,180
2763,Emmanuel Delan Junior,Latte Lath,1999-01-02,C\u00f4te d'Ivoire,Forward,right,180
2764,Federico,Brancolini,2001-07-14,Italy,Goalkeeper,right,184
2765,Giuseppe,Cuomo,1998-02-02,Italy,Defender,right,190
2766,Giovanni,Volpicelli,1999-09-24,Italy,Midfielder,right,175
2767,Federico,Ravaglia,1999-11-11,Italy,Goalkeeper,right,196
2768,Manuel,De Luca,1998-07-17,Italy,Forward,right,190
2769,Dejan,Kulusevski,2000-04-25,Sweden,Forward,left,0
2770,Lorenzo,Valeau,1999-03-05,Italy,Defender,left,180
2771,Alessandro,Guarnone,1999-03-27,Italy,Goalkeeper,right,185
2772,Giuseppe,Borello,1999-04-28,Italy,Midfielder,left,167
2773,Emanuel,Vignato,2000-08-24,Italy,Forward,right,175
2774,Alessio,Donnarumma,1998-02-16,Italy,Midfielder,right,174
2775,Oliva Christian,Rutjens,1998-01-05,Spain,Defender,right,0
2776,Vincenzo,Pinto,2000-10-31,Italy,Forward,right,0
2777,Nicol\u00f2,Zaniolo,1999-07-02,Italy,Midfielder,left,190
2778,Gianluca,Frabotta,1999-06-24,Italy,Defender,left,176
2779,Michele,Cerofolini,1999-01-04,Italy,Goalkeeper,right,188
2780,Alessandro,Buongiorno,1999-06-06,Italy,Defender,left,191
2781,Andrea,Tessiore,1999-10-01,Italy,Midfielder,right,177
2782,Pedro,Lomba Neto,2000-03-09,Portugal,Forward,left,172
2783,Flippo,Pavoni,1999-08-08,Italy,Goalkeeper,right,186
2784,Raul Marian,Oprut,1998-01-04,Romania,Defender,left,184
2785,Giacomo,Boccafoglia,1998-12-01,Italy,Defender,right,180
2786,Riccardo,Daga,2000-01-13,Italy,Goalkeeper,right,192
2787,Gergely,Hutv\u00e1gner,2000-07-01,Hungary,Goalkeeper,left,192
2788,Franck Alain,Djoulou Zohoki,1999-01-01,C\u00f4te d'Ivoire,Forward,right,185
2789,Marco,Pissardo,1998-01-08,Italy,Goalkeeper,right,185
2790,Eddy Anthony,Salcedo Mora,2001-10-01,Italy,Forward,right,188
2791,Riccardo,Sottil,1999-06-03,Italy,Forward,right,180
2792,Luca,Ranieri,1999-04-23,Italy,Defender,left,185
2793,Andrea,Danzi,1999-02-25,Italy,Midfielder,right,175
2794,Pasquale,Giannotti,1999-06-05,Italy,Midfielder,right,171
2795,Alessio,Riccardi,2001-04-03,Italy,Midfielder,right,0
2796,Thomas,Candeloro,2000-05-29,Switzerland,Goalkeeper,right,195
2797,Devid Eugene,Bouah,2001-08-13,Italy,Defender,right,0
2798,Michael,Scarf,1999-05-10,Ghana,Defender,left,187
2799,Manuel,Lombardoni,1998-12-19,Italy,Defender,right,0
2800,Salvatore,Esposito,2000-10-07,Italy,Midfielder,right,0
2801,Pio Francesco,Russo,1999-03-01,Italy,Midfielder,right,0
2802,Lorenzo,Bruzzi,2000-01-31,Italy,Goalkeeper,left,0
2803,Alexander,Kert Molberg,1999-02-26,Denmark,Defender,right,0
2804,Francesco,Latella,2000-01-27,Italy,Goalkeeper,right,182
2805,Nicol\u00f2,Cabras,2001-02-11,Italy,Goalkeeper,right,0
2806,Luca,Seri,1999-12-09,Italy,Goalkeeper,right,0
2807,Luca,Gagliano,2000-07-14,Italy,Forward,left,0
2808,Riccardo,Ladinetti,2000-12-20,Italy,Midfielder,right,0
2809,Manuel,Gasparini,2002-05-19,Italy,Goalkeeper,"""""",0
2810,Joe,Hart,1987-04-19,England,Goalkeeper,right,194
2811,Orestis,Karnezis,1985-07-11,Greece,Goalkeeper,right,190
2812,Manolo,Gabbiadini,1991-11-26,Italy,Forward,left,186
2813,Gerard,Deulofeu L\u00e1zaro,1994-03-13,Spain,Forward,right,177
2814,Mario,Lemina,1993-09-01,Gabon,Midfielder,right,184
2815,Luca,Zanimacchia,1998-07-19,Italy,Forward,right,178
2816,Fernando,Llorente Torres,1985-02-26,Spain,Forward,right,195
2817,Lukas,Podolski,1985-06-04,Poland,Forward,left,180
2818,Angelo,Obinze Ogbonna,1988-05-23,Italy,Defender,left,191
2819,Jos\u00e9,Holebas,1984-06-27,Germany,Defender,left,185
2820,Matteo,Darmian,1989-12-02,Italy,Defender,right,182
2821,Jean-Fran\u00e7ois,Gillet,1979-05-31,Belgium,Goalkeeper,right,181
2822,Stefano,Okaka Chuka,1989-08-09,Italy,Forward,right,186
2823,Miguel \u00c1ngel,Britos Cabrera,1985-07-17,Uruguay,Defender,right,188
2824,Matias Ezequiel,Schelotto,1989-05-23,Argentina,Defender,right,187
2825,Pedro,Mba Obiang Avomo,1992-03-27,Spain,Midfielder,right,185
2826,Kyle,Taylor,1999-08-28,England,Midfielder,"""""",0
2827,Maarten,Stekelenburg,1982-09-22,Netherlands,Goalkeeper,right,197
2828,Zlatan,Ibrahimovi\u0107,1981-10-03,Sweden,Forward,right,195
2829,Aaron,Lennon,1987-04-16,England,Midfielder,right,165
2830,Peter,Crouch,1981-01-30,England,Forward,right,201
2831,Wayne,Rooney,1985-10-24,England,Forward,right,176
2832,Theo,Walcott,1989-03-16,England,Forward,right,176
2833,Petr,\u010cech,1982-05-20,Czech Republic,Goalkeeper,left,196
2834,Luis Antonio,Valencia Mosquera,1985-08-04,Ecuador,Defender,right,181
2835,Francesc,F\u00e0bregas i Soler,1987-05-04,Spain,Midfielder,right,175
2836,Artur,Boruc,1980-02-20,Poland,Goalkeeper,right,193
2837,Charlie,Adam,1985-12-10,Scotland,Midfielder,left,185
2838,Younes,Kaboul,1986-01-04,France,Defender,right,191
2839,Uwe,H\u00fcnemeier,1986-01-09,Germany,Defender,right,189
2840,Yohan,Cabaye,1986-01-14,France,Midfielder,right,174
2841,Ragnar,Klavan,1985-10-30,Estonia,Defender,left,187
2842,Ibrahim,Afellay,1986-04-02,Netherlands,Midfielder,right,180
2843,Heurelho,da Silva Gomes,1981-02-15,Brazil,Goalkeeper,right,191
2844,Michel,Vorm,1983-10-20,Netherlands,Goalkeeper,right,184
2845,Erik,Pieters,1988-08-07,Netherlands,Defender,left,182
2846,Ben,Foster,1983-04-03,England,Goalkeeper,left,193
2847,Adrian,Mariappa,1986-10-03,England,Defender,right,178
2848,Phil,Jagielka,1982-08-17,England,Defender,right,183
2849,Leighton,Baines,1984-12-11,England,Defender,left,170
2850,Robert,Green,1980-01-18,England,Goalkeeper,right,191
2851,Gareth,Barry,1981-02-23,England,Midfielder,left,185
2852,James,Morrison,1986-05-25,England,Midfielder,right,180
2853,Stephen,Ireland,1986-08-22,Ireland Republic,Midfielder,right,173
2854,James,Milner,1986-01-04,England,Midfielder,right,176
2855,Tom,Heaton,1986-04-15,England,Goalkeeper,right,188
2856,Darren,Fletcher,1984-02-01,Scotland,Midfielder,right,184
2857,Wayne,Routledge,1985-01-07,England,Midfielder,right,170
2858,Jermain,Defoe,1982-10-07,England,Forward,right,171
2859,Pablo Javier,Zabaleta Girod,1985-01-16,Argentina,Defender,right,174
2860,Claudio Andr\u00e9s,Bravo Mu\u00f1oz,1983-04-13,Chile,Goalkeeper,right,184
2861,Alexis Alejandro,S\u00e1nchez S\u00e1nchez,1988-12-19,Chile,Forward,right,169
2862,Gn\u00e9gn\u00e9ri Yaya,Tour\u00e9,1983-05-13,C\u00f4te d'Ivoire,Midfielder,right,189
2863,Phil,Bardsley,1985-06-28,England,Defender,right,180
2864,Daniel,Sturridge,1989-09-01,England,Forward,left,180
2865,Tim,Krul,1988-04-03,Netherlands,Goalkeeper,left,188
2866,Fraser,Forster,1988-03-17,England,Goalkeeper,right,201
2867,Andy,Carroll,1989-01-06,England,Forward,left,193
2868,Mark,Noble,1987-05-08,England,Midfielder,right,180
2869,Eldin,Jakupovic,1984-10-02,Bosnia-Herzegovina,Goalkeeper,right,191
2870,S\u00e9amus,Coleman,1988-10-11,Ireland Republic,Defender,right,177
2871,Georginio,Wijnaldum,1990-11-11,Netherlands,Midfielder,right,175
2872,Christian,Fuchs,1986-04-07,Austria,Defender,left,187
2873,Winston,Reid,1988-07-03,New Zealand,Defender,right,190
2874,Anders,Lindegaard,1984-04-13,Denmark,Goalkeeper,right,193
2875,Jamie,Murphy,1989-08-28,Scotland,Midfielder,right,175
2876,Steven,Defour,1988-04-15,Belgium,Midfielder,right,175
2877,Moussa,Sissoko,1989-08-16,France,Midfielder,right,187
2878,Ga\u00ebtan,Bong Songo,1988-04-25,Cameroon,Defender,left,187
2879,Claudio Ariel,Yacob,1987-07-18,Argentina,Midfielder,right,181
2880,Andrew,Surman,1986-08-20,South Africa,Midfielder,left,178
2881,Nathan,Dyer,1987-11-29,England,Midfielder,right,167
2882,Adam,Lallana,1988-05-10,England,Midfielder,right,172
2883,Lee,Grant,1983-01-27,England,Goalkeeper,right,193
2884,Dan,Gosling,1990-02-02,England,Midfielder,right,183
2885,Jonathan,Walters,1983-09-20,England,Forward,right,183
2886,Glyn Oliver,Myhill,1982-11-09,United States,Goalkeeper,right,191
2887,Damien,Delaney,1981-07-20,Ireland Republic,Defender,left,191
2888,Dean,Marney,1984-01-31,England,Midfielder,right,183
2889,Juli\u00e1n,Speroni,1979-05-18,Argentina,Goalkeeper,right,186
2890,Ben,Watson,1985-07-09,England,Midfielder,right,178
2891,Jay,Rodriguez,1989-07-29,England,Forward,right,185
2892,Adam,Legzdins,1986-11-28,England,Goalkeeper,right,183
2893,Martin,Cranie,1986-09-26,England,Defender,right,183
2894,Jean-Eric Maxim,Choupo-Moting,1989-03-23,Germany,Forward,both,191
2895,Ryan,Shawcross,1987-10-04,England,Defender,right,191
2896,David Luiz,Moreira Marinho,1987-04-22,Brazil,Defender,right,189
2897,Eduardo,dos Reis Carvalho,1982-09-19,Portugal,Goalkeeper,right,187
2898,Erwin,Mulder,1989-03-03,Netherlands,Goalkeeper,right,193
2899,Bruno,Saltor Grau,1980-10-01,Spain,Defender,right,181
2900,Juan Manuel,Mata Garc\u00eda,1988-04-28,Spain,Midfielder,left,170
2901,Scott,Arfield,1988-11-01,Scotland,Midfielder,right,178
2902,Danny,Simpson,1987-01-04,England,Defender,right,176
2903,Andr\u00e9,Ayew Pel\u00e9,1989-12-17,France,Forward,left,176
2904,Jack,Cork,1989-06-25,England,Midfielder,right,185
2905,Ryan,Bertrand,1989-08-05,England,Defender,left,179
2906,Vicente,Iborra De La Fuente,1988-01-16,Spain,Midfielder,right,190
2907,Kyle,Naughton,1988-11-11,England,Defender,right,180
2908,James,Tomkins,1989-03-29,England,Defender,right,192
2909,Jordon,Mutch,1991-12-02,England,Midfielder,right,188
2910,Leroy,Fer,1990-01-05,Netherlands,Midfielder,right,188
2911,Scott,Dann,1987-02-14,England,Defender,right,195
2912,Kieran,Gibbs,1989-09-26,England,Defender,left,181
2913,Chung-Yong,Lee,1988-07-02,Korea Republic,Midfielder,right,180
2914,Geoff,Cameron,1985-07-11,United States,Defender,right,191
2915,Asmir,Begovi\u0107,1987-06-20,Bosnia-Herzegovina,Goalkeeper,right,199
2916,Morgan,Schneiderlin,1989-11-08,France,Midfielder,right,185
2917,Markus,Suttner,1987-04-16,Austria,Defender,left,179
2918,Ashley,Barnes,1989-10-30,England,Forward,right,186
2919,Bakary,Sako,1988-04-26,France,Midfielder,left,184
2920,Pierre-Emerick,Aubameyang,1989-06-18,France,Forward,right,187
2921,Laurent,Koscielny,1985-09-10,France,Defender,right,186
2922,Etienne,Capoue,1988-07-11,France,Midfielder,right,190
2923,Rajiv,van La Parra,1991-06-04,Netherlands,Midfielder,right,181
2924,Henrikh,Mkhitaryan,1989-01-21,Armenia,Midfielder,right,177
2925,J\u00e9r\u00e9my,Pied,1989-02-23,France,Defender,right,173
2926,Allan-Romeo,Nyom,1988-05-10,France,Defender,right,189
2927,Jason,Puncheon,1986-06-26,England,Midfielder,left,173
2928,Hal,Robson-Kanu,1989-05-21,England,Forward,left,183
2929,James,McArthur,1987-10-07,Scotland,Midfielder,right,178
2930,James,McCarthy,1990-11-12,Scotland,Midfielder,right,180
2931,Wes,Morgan,1984-01-21,England,Defender,right,186
2932,\u00c0ngel,Rangel Zaragoza,1982-10-28,Spain,Defender,right,180
2933,Niki,M\u00e4enp\u00e4\u00e4,1985-01-23,Finland,Goalkeeper,right,190
2934,Ben,Hamer,1987-11-20,England,Goalkeeper,right,193
2935,Marc,Pugh,1987-04-02,England,Midfielder,right,180
2936,Matt,Phillips,1991-03-13,England,Midfielder,right,185
2937,Glenn,Murray,1983-09-25,England,Forward,right,185
2938,Jake,Livermore,1989-11-14,England,Midfielder,right,181
2939,Sam,Baldock,1989-03-15,England,Forward,right,170
2940,Dale,Stephens,1989-12-12,England,Midfielder,right,185
2941,Simon,Francis,1985-02-16,England,Defender,right,191
2942,Aaron,Cresswell,1989-12-15,England,Defender,left,170
2943,Troy,Deeney,1988-06-29,England,Forward,right,183
2944,Jonjo,Shelvey,1992-02-27,England,Midfielder,right,184
2945,Christian,Benteke Liolo,1990-12-03,Congo DR,Forward,right,190
2946,Victor,Wanyama,1991-06-25,Kenya,Midfielder,right,184
2947,Matty,James,1991-07-22,England,Midfielder,right,181
2948,Chris,L\u00f6we,1989-04-16,Germany,Defender,left,173
2949,Daniel,Williams,1989-03-08,Germany,Midfielder,right,182
2950,Tomer,Hemed,1987-05-02,Israel,Forward,right,186
2951,Rhu-endly,Martina,1989-09-25,Netherlands,Defender,right,185
2952,Mohamed,Diam\u00e9,1987-06-14,France,Midfielder,right,185
2953,Jos\u00e9 Salom\u00f3n,Rond\u00f3n Gim\u00e9nez,1989-09-16,Venezuela,Forward,right,186
2954,Jos\u00e9 Leonardo,Ulloa,1986-07-26,Argentina,Forward,right,185
2955,Francisco,Femen\u00eda Far,1991-02-02,Spain,Defender,right,174
2956,Daryl,Janmaat,1989-07-22,Netherlands,Defender,right,185
2957,Wilfried Guemiand,Bony,1988-12-10,C\u00f4te d'Ivoire,Forward,right,182
2958,Adri\u00e1n,San Miguel del Castillo,1987-01-03,Spain,Goalkeeper,right,190
2959,Charlie,Daniels,1986-09-07,England,Defender,left,178
2960,Beram,Kayal,1988-05-02,Israel,Midfielder,right,178
2961,Jack,Wilshere,1992-01-01,England,Midfielder,left,172
2962,Martin,Kelly,1990-04-27,England,Defender,right,191
2963,Pedro Eliezer,Rodr\u00edguez Ledesma,1987-07-28,Spain,Forward,right,167
2964,Federico,Fern\u00e1ndez,1989-02-21,Argentina,Defender,right,190
2965,Matt,Ritchie,1989-09-10,England,Midfielder,left,173
2966,Joel,Ward,1989-10-29,England,Defender,right,188
2967,Nathaniel,Clyne,1991-04-05,England,Defender,right,175
2968,Luciano,Narsingh,1990-09-13,Netherlands,Midfielder,right,175
2969,Ashley,Westwood,1990-04-01,England,Midfielder,right,170
2970,Eliaquim,Mangala,1991-02-13,France,Defender,left,188
2971,Marvin,Zeegelaar,1990-08-12,Netherlands,Defender,left,186
2972,Junior,Stanislas,1989-11-26,England,Midfielder,right,183
2973,Daley,Blind,1990-03-09,Netherlands,Defender,left,180
2974,Faustino Marcos Alberto,Rojo,1990-03-20,Argentina,Defender,left,187
2975,Tom,Cleverley,1989-08-12,England,Midfielder,right,175
2976,Yannick,Bolasie Yala,1989-05-24,France,Midfielder,right,185
2977,Ander,Herrera Ag\u00fcera,1989-08-14,Spain,Midfielder,right,182
2978,Michail,Antonio,1990-03-28,England,Forward,right,180
2979,Marc,Albrighton,1989-11-18,England,Midfielder,right,175
2980,Andros,Townsend,1991-07-16,England,Midfielder,left,181
2981,Chris,Wood,1991-12-07,New Zealand,Forward,right,191
2982,Scott,Malone,1991-03-25,England,Defender,left,189
2983,Pascal,Gro\u00df,1991-06-15,Germany,Midfielder,right,181
2984,Jos\u00e9 Luis,Sanmart\u00edn Mato,1990-03-27,Germany,Forward,right,192
2985,Chris,Smalling,1989-11-22,England,Defender,right,193
2986,Erik,Lamela,1992-03-04,Argentina,Midfielder,left,181
2987,Andre,Gray,1991-06-26,England,Forward,right,180
2988,Matthew,Lowton,1989-06-09,England,Defender,right,180
2989,Davy,Pr\u00f6pper,1991-09-02,Netherlands,Midfielder,right,185
2990,Alexandre,Lacazette,1991-05-28,France,Forward,right,175
2991,Patrick,van Aanholt,1990-08-29,Netherlands,Defender,left,175
2992,Adam,Smith,1991-04-29,England,Defender,right,180
2993,Craig,Dawson,1990-05-06,England,Defender,right,189
2994,Callum,Wilson,1992-02-27,England,Forward,right,180
2995,Jonathan,Hogg,1988-12-06,England,Midfielder,right,177
2996,Islam,Slimani,1988-06-18,Algeria,Forward,right,188
2997,Danny,Drinkwater,1990-03-05,England,Midfielder,right,177
2998,Laurent,Depoitre,1988-12-07,Belgium,Forward,right,191
2999,Joshua,King,1992-01-15,Norway,Forward,right,180
3000,Sam,Clucas,1990-09-25,England,Midfielder,left,178
3001,Grzegorz,Krychowiak,1990-01-29,Poland,Midfielder,right,187
3002,Jordan,Ayew,1991-09-11,France,Forward,right,182
3003,Joel,Robles Bl\u00e1zquez,1990-06-17,Spain,Goalkeeper,right,195
3004,Pape,N'Diaye Souar\u00e9,1990-06-06,Senegal,Defender,left,178
3005,Luke,Garbutt,1993-05-21,England,Defender,left,178
3006,Shkodran,Mustafi,1992-04-17,Germany,Defender,right,184
3007,Oriol,Romeu Vidal,1991-09-24,Spain,Midfielder,right,183
3008,Ben,Mee,1989-09-21,England,Defender,left,180
3009,Charlie,Austin,1989-07-05,England,Forward,right,188
3010,Jo\u00ebl Andre,Job Matip,1991-08-08,Germany,Defender,right,195
3011,Bruno,Martins Indi,1992-02-08,Portugal,Defender,left,185
3012,Christopher,Schindler,1990-04-29,Germany,Defender,right,189
3013,Kyle,Bartley,1991-05-22,England,Defender,right,194
3014,Florian,Lejeune,1991-05-20,France,Defender,right,190
3015,Karl,Darlow,1990-10-08,England,Goalkeeper,right,185
3016,Jos\u00e9 Heriberto,Izquierdo Mena,1992-07-07,Colombia,Forward,right,171
3017,Alex,Oxlade-Chamberlain,1993-08-15,England,Midfielder,right,175
3018,Wilfried,Zaha,1992-11-10,C\u00f4te d'Ivoire,Midfielder,right,180
3019,Elias,Kachunga,1992-04-22,Germany,Forward,right,178
3020,Ji\u0159\u00ed,Skal\u00e1k,1992-03-12,Czech Republic,Midfielder,right,177
3021,Collin,Quaner,1991-06-18,Germany,Forward,right,191
3022,Fredrik,Ulvestad,1992-05-19,Norway,Midfielder,right,183
3023,Robbie,Brady,1992-01-14,Ireland Republic,Midfielder,left,175
3024,Tom,Ince,1992-01-30,England,Midfielder,left,178
3025,Jakob,Haugaard,1992-05-01,Denmark,Goalkeeper,left,199
3026,Anthony,Knockaert,1991-11-20,France,Midfielder,left,172
3027,Danny,Ings,1992-07-23,England,Forward,right,178
3028,Steve,Cook,1991-04-19,England,Defender,right,185
3029,Manuel,Lanzini,1993-02-15,Argentina,Midfielder,right,167
3030,Muhamed,Be\u0161i\u0107,1992-09-10,Germany,Midfielder,right,177
3031,Michael,Hefele,1990-09-01,Germany,Defender,right,192
3032,Nathan,Redmond,1994-03-06,England,Midfielder,right,173
3033,Saido,Berahino,1993-08-04,Burundi,Forward,right,180
3034,Connor,Goldson,1992-12-18,England,Defender,right,191
3035,Jack,Stephens,1994-01-27,England,Defender,right,185
3036,Serge,Aurier,1992-12-24,C\u00f4te d'Ivoire,Defender,right,176
3037,Riyad,Mahrez,1991-02-21,France,Midfielder,left,179
3038,Benik,Afobe,1993-02-12,England,Forward,right,183
3039,Davy,Klaassen,1993-02-21,Netherlands,Midfielder,right,179
3040,J\u00fcrgen,Locadia,1993-11-07,Netherlands,Forward,right,185
3041,Konstantinos,Stafylidis,1993-12-02,Greece,Defender,left,178
3042,Ryan,Fraser,1994-02-24,Scotland,Midfielder,right,163
3043,Massadio,Ha\u00efdara,1992-12-02,France,Defender,left,179
3044,Jes\u00e9,Rodr\u00edguez Ruiz,1993-02-26,Spain,Forward,right,178
3045,Terence,Kongolo,1994-02-14,Netherlands,Defender,left,188
3046,Abdoulaye,Doucour\u00e9,1993-01-01,France,Midfielder,right,183
3047,Jon,Flanagan,1993-01-01,England,Defender,right,181
3048,Nahki,Wells,1990-06-01,Bermuda,Forward,right,174
3049,James,Tarkowski,1992-11-19,England,Defender,right,191
3050,Tom,Carroll,1992-05-28,England,Midfielder,left,178
3051,Tiemou\u00e9,Bakayoko,1994-08-17,France,Midfielder,right,184
3052,Freddie,Ladapo,1993-02-01,England,Forward,right,187
3053,Jeffrey,Schlupp,1992-12-23,Germany,Defender,left,178
3054,Aymeric,Laporte,1994-05-27,France,Defender,left,191
3055,Nathan,Ak\u00e9,1995-02-18,Netherlands,Defender,left,180
3056,Brad,Smith,1994-04-09,Australia,Defender,left,177
3057,Jay,Fulton,1994-04-04,England,Midfielder,right,178
3058,Virgil,van Dijk,1991-07-08,Netherlands,Defender,right,193
3059,Mike,van der Hoorn,1992-10-15,Netherlands,Defender,right,190
3060,Christian,Atsu Twasam,1992-01-10,Ghana,Midfielder,left,172
3061,Jamal,Lascelles,1993-11-11,England,Defender,right,189
3062,Guido Marcelo,Carrillo,1991-05-25,Argentina,Forward,right,191
3063,Alberto,Moreno P\u00e9rez,1992-07-05,Spain,Defender,left,171
3064,Chancel,Mbemba Mangulu,1994-08-08,Congo DR,Defender,right,182
